арт.;наименование;первая цена;вторая цена;описание;похожие товары;комплекты;скидка в %;популярные;тип товара 
59265;Туфли женские Casual 59265;3280;3280;Женские туфли на резиновой подошве из белой кожи. Оригинальные кисточки украшают переднюю часть обуви и добавляют игривости образу;;;60;;Туфли
59266;Балетки женские Casual 59266;2950;2950;Женские балетки белого цвета. Бесшовный крой обеспечивает удобство и комфорт стопы. Лаконично вписываются в джинсовый образ и морской стиль;;;60;;Балетки
59267;Балетки женские Casual 59267;2950;2950;Бесшовные кожаные балетки розового цвета. Мягкий натуральный материал обуви комфортно облегает стопу. Пастельный оттенок подчеркнёт романтику  летнего образа;;;60;;Балетки
59268;Балетки женские Casual 59268;2950;1449;"Кожаные балетки ""без швов"" из мягкой натуральной кожи темно-синего цвета. Готовое решение для делового образа или стиля выходного дня";;;0;;Балетки
59269;Балетки женские Casual 59269;3080;3080;"Женские балетки из натуральной кожи. Декорированы стежками и ""кисточками"" из кожи контрастного белого цвета. Готовый вариант для повседневного образа";;;60;;Балетки
59270;Балетки женские Casual 59270;3080;3080;"Женские балетки из натуральной кожи. Декорированы стежками и ""кисточками"" из кожи в тон обуви. Готовый вариант для повседневного образа";;;60;;Балетки
59271;Балетки женские Casual 59271;3080;3080;"Кожаные балетки нежно-розового цвета. Стильные стежки и ""кисточки"" из кожи контрастного белого цвета усилят романтическое настроение";;;60;;Балетки
59272;Эспадрильи женские Casual 59272;2950;1449;Кожаные эспадрильи на шнуровке. Они мягко облегают ногу и придает легкости походке. Идеально подходят для долгих прогулок по городу;;;0;;Кеды
59273;Эспадрильи женские Casual 59273;2950;1449;Кожаные эспадрильи на шнуровке. Они мягко облегают ногу и придает легкости походке. Идеально подходят для долгих прогулок по городу;;;0;;Кеды
59274;Эспадрильи женские Casual 59274;2950;2950;Кожаные эспадрильи на шнуровке. Они мягкоюоблегает ногу и придает легкости походке. Идеально подходят для долгих прогулок по городу;;;60;;Кеды
59275;Мокасины женские Casual 59275;3180;1549;Легкие мокасины из перфорированной кожи. Верх обуви декорирован кожаным шнурком, продетым в металлические люверсы, и связанным в бант. Прекрасное дополнение к летнему образу;;;0;;Мокасины
59276;Мокасины женские Casual 59276;3180;1549;Легкие мокасины из перфорированной кожи. Верх обуви декорирован кожаным шнурком, продетым в металлические люверсы, и связанным в бант. Прекрасное дополнение к летнему образу;;;0;;Мокасины
59280;Мокасины женские Casual 59280;3080;1549;"Летние мокасины из кожи с ажурной перфорацией. Гармонично смотрится с одеждой в стиле ""casual"" и денимом";;;0;;Мокасины
59281;Мокасины женские Casual 59281;3080;3080;"Летние мокасины из кожи с ажурной перфорацией. Гармонично смотрится с одеждой в стиле ""casual"" и денимом";;;60;;Мокасины
59282;Мокасины женские Casual 59282;2950;2950;"Женские кожаные мокасины, декорированы кожаным бантом и ""кисточками"". Разбавит офисный дресс-код и повседневный образ";;;60;;Мокасины
59283;Мокасины женские Casual 59283;2950;2950;"Женские кожаные мокасины, декорированы кожаным бантом и ""кисточками"". Разбавит офисный дресс-код и повседневный образ";;;60;;Мокасины
59284;Мокасины женские Casual 59284;2950;1650;"Женские кожаные мокасины, декорированы кожаным бантом и ""кисточками"". Разбавит офисный дресс-код и повседневный образ";;;0;;Мокасины
59287;Мокасины женские Casual 59287;2980;1449;"Летние женские мокасины из мягкой натуральной кожи, украшены тонким кожаным шнурком по верху обуви, связанным в небольшой бант. Гармоничное дополнение ""casual"" образа";;;0;;Мокасины
59288;Мокасины женские Casual 59288;2980;2980;"Летние женские мокасины из мягкой натуральной кожи, украшены тонким кожаным шнурком по верху обуви, связанным в небольшой бант. Гармоничное дополнение ""casual"" образа";;;60;;Мокасины
59291;Мокасины женские Casual 59291;2950;2950;Женские мокасины из натуральной кожи. Классическая модель обуви на мягкой резиновой подошве, декорирована небольшим кожаным бантом. Готовое решение для активных передвижений по городу;;;60;;Мокасины
59293;Мокасины женские Casual 59293;2980;1449;Женские мокасины из натуральной замши с контрастной кожаной вставкой в носочной части. Классическая модель обуви на мягкой резиновой подошве, декорирована небольшим кожаным бантом. Готовое решение для активных передвижений по городу;;;0;;Мокасины
59295;Мокасины женские Casual 59295;2980;1699;Классическая модель женских мокасин из мягкой натуральной кожи. Резиновая подошва обеспечивает максимальный комфорт при ходьбе;;;0;;Мокасины
59296;Мокасины женские Casual 59296;2980;2980;Классическая модель женских мокасин из мягкой натуральной кожи. Резиновая подошва обеспечивает максимальный комфорт при ходьбе;;;60;;Мокасины
59297;Мокасины женские Casual 59297;2980;2980;Классическая модель женских мокасин из мягкой натуральной кожи. Резиновая подошва обеспечивает максимальный комфорт при ходьбе;;;60;;Мокасины
59300;Туфли женские Classic 59300;3370;1899;Классические туфли из натуральной лаковой кожи на высоком тонком каблуке для особых торжественных случаев;;;0;;Туфли
59302;Туфли женские Classic 59302;3370;1950;Классические туфли из натуральной лаковой кожи на высоком тонком каблуке для особых торжественных случаев;;;0;;Туфли
59303;Туфли женские Classic 59303;3370;1899;Классические туфли из натуральной лаковой кожи на высоком тонком каблуке для особых торжественных случаев;;;0;;Туфли
59307;Туфли женские Classic 59307;3280;1899;"Стильные деленки из натуральной лаковой кожи на высоком каблуке. Добавят ""изюминки"" в строгий образ и сбалансируют джинсовый наряд";;;0;;Туфли
59308;Туфли женские Classic 59308;3280;1899;"Стильные деленки из натуральной лаковой кожи на высоком каблуке. Добавят ""изюминки"" в строгий образ и сбалансируют джинсовый наряд";;;0;;Туфли
59316;Балетки женские Casual 59316;3370;3370;Кожаные балетки белого цвета. Декорированы металлической цепочкой  серебряного оттенка по контуру подошвы. Идеальны для строгого офисного дресс-кода;;;60;;Балетки
59317;Балетки женские Casual 59317;3370;1950;Кожаные балетки черного цвета. Декорированы металлической цепочкой золотого оттенка по контуру подошвы.  Идеальны для офисного образа;;;0;;Балетки
59321;Туфли женские Casual 59321;3370;3370;Оригинальные лаковые туфли без каблука на резиновой подошве, декорированной позолоченной цепочкой. Необычное обувное решение для летних будней;;;60;;Туфли
59322;Туфли женские Casual 59322;3370;3370;Оригинальные лаковые туфли без каблука на резиновой подошве, декорированной позолоченной цепочкой. Необычное обувное решение для летних будней;;;60;;Туфли
59323;Туфли женские Casual 59323;3370;3370;Оригинальные лаковые туфли без каблука на резиновой подошве, декорированной позолоченной цепочкой. Необычное обувное решение для летних будней;;;60;;Туфли
59325;Туфли женские Casual 59325;3370;3370;Оригинальные замшевые туфли без каблука на резиновой подошве, декорированной позолоченной цепочкой. Необычное обувное решение для летних будней;;;60;;Туфли
59331;Балетки женские Casual 59331;3450;3450;Женские балетки из фигурной перфорированной кожи. По контуру подошвы декорированы металлической цепочкой золотого оттенка. Идеальны для летнего офисного дресс-кода и романтических образов;;;60;;Балетки
59332;Балетки женские Casual 59332;3450;3450;Женские балетки из фигурной перфорированной кожи. По контуру подошвы декор - металлическая цепочка золотого оттенка.  Разбавит строгий офисный стиль;;;60;;Балетки
59335;Сандалии женские Casual 59335;2980;2980;Кожаные сандалии на прочной резиновой подошве. Легкая модель летней обуви практически невесома на ноге. Комфортное решение для жаркого лета;;;60;;Сандалии
59339;Сандалии женские Casual 59339;2980;2980;Кожаные сандалии на прочной резиновой подошве. Легкая модель летней обуви практически невесома на ноге. Комфортное решение для жаркого лета;;;60;;Сандалии
59340;Сандалии женские Casual 59340;2980;2980;Кожаные сандалии на прочной резиновой подошве. Легкая модель летней обуви практически невесома на ноге. Комфортное решение для жаркого лета;;;60;;Сандалии
59343;Сандалии женские Casual 59343;2980;2980;Стильные сандалии из кожаных ремешков, декорированных металлическими клепками. Легкая летняя обувь для повседневной носки;;;60;;Сандалии
59344;Сандалии женские Casual 59344;2980;2980;Стильные сандалии из кожаных ремешков, декорированных металлическими клепками. Легкая летняя обувь для повседневной носки;;;60;;Сандалии
59345;Сандалии женские Casual 59345;2980;2980;Стильные сандалии из кожаных ремешков, декорированных металлическими клепками. Легкая летняя обувь для повседневной носки;;;60;;Сандалии
59346;Сандалии женские Casual 59346;2980;2980;Оригинальные летние сандалии на кожаных ремешках и прочной резиновой подошве. К такой обуви легко подобрать сумку из сезонной коллекции;;;60;;Сандалии
59347;Сандалии женские Casual 59347;2980;2980;Оригинальные летние сандалии на кожаных ремешках и прочной резиновой подошве. К такой обуви легко подобрать сумку из сезонной коллекции;;;60;;Сандалии
59348;Сандалии женские Casual 59348;2980;2980;Оригинальные летние сандалии на кожаных ремешках и прочной резиновой подошве. К такой обуви легко подобрать сумку из сезонной коллекции;;;60;;Сандалии
59357;Сандалии женские Casual 59357;3250;3250;"Классические сандалии на плотных ремешках из фольгированной ""под серебро"" натуральной кожи. Дополнят летний образ любого стиля";;;60;;Сандалии
59358;Сандалии женские Casual 59358;3250;3250;"Классические сандалии на плотных ремешках из фольгированной ""под серебро"" натуральной кожи. Дополнят летний образ любого стиля";;;60;;Сандалии
59359;Сандалии женские Casual 59359;3250;3250;"Летние сандалии из натуральной лаковой кожи. Резиновая подошва декорирована металлическими клепками. Ремешки фиксируются на щиколотке ""золотой"" пряжкой";;;60;;Сандалии
59360;Сандалии женские Casual 59360;3250;3250;"Летние сандалии из натуральной лаковой кожи. Резиновая подошва декорирована металлическими клепками. Ремешки фиксируются на щиколотке ""серебряной"" пряжкой";;;60;;Сандалии
59362;Сандалии женские Casual 59362;3250;3250;"Летние сандалии из натуральной лаковой кожи. Ремешки фиксируются на щиколотке ""золотой"" пряжкой. Гармонично смотрятся с легкими воздушными юбками и платьями";;;60;;Сандалии
59363;Сандалии женские Casual 59363;3250;3250;Кожаные сандалии на прочной резиновой подошве. Легкая модель летней обуви практически невесома на ноге. Комфортное решение для жаркого лета;;;60;;Сандалии
59366;Сандалии женские Casual 59366;3250;3250;Сандалии из натуральной лаковой кожи с кожаной стелькой контрастного цвета. Готовое решение для активного отдыха и рабочих будней;;;60;;Сандалии
59368;Сандалии женские Casual 59368;3250;3250;"Стильные сандалии из натуральной кожи на резиновой подошве, декорированной металлическими клепками. ""Серебряная"" кожа привлечет внимание окружающих";;;60;;Сандалии
59370;Ботильоны женские Glam 59370;4350;4350;"Женские кожаные ботильоны на высоком каблуке и небольшой ""тракторной"" подошве. ""Подъем"" обуви на шнуровке. Балансируют нежный и воздушный образ";;;60;;Ботильоны
59373;Ботильоны женские Glam 59373;4350;4350;"Кожаные женские ботильоны из перфорированной кожи с открытой пяткой и шнуровкой на подъеме. Высокий устойчивый каблук и небольшая ""тракторная"" подошва добавит интриги летнему образу";;;60;;Ботильоны
59374;Ботильоны женские Glam 59374;4350;4350;Женские кожаные ботильоны на высоком устойчивом каблуке. Оригинальный крой, змейки-декоры, стильная шнуровка - все для того, чтобы образ стал ярче;;;60;;Ботильоны
59375;Ботильоны женские Glam 59375;4350;4350;Женские кожаные ботильоны на высоком устойчивом каблуке. Оригинальный крой, змейки-декоры, стильная шнуровка - все для того, чтобы образ стал ярче;;;60;;Ботильоны
59378;Босоножки женские Glam 59378;3950;3950;"Женские кожаные босоножки ярко-синего цвета на высоком каблуке, обтянутом кожей. Резиновая ""тракторная"" подошва белого цвета придает особый шарм летнему образу";;;60;;Босоножки
59379;Босоножки женские Glam 59379;3950;3950;"Женские кожаные босоножки ярко-желтого цвета на высоком каблуке, обтянутом кожей. Резиновая ""тракторная"" подошва белого цвета придает особый шарм летнему образу";;;60;;Босоножки
59380;Босоножки женские Glam 59380;3950;3950;"Женские кожаные босоножки оранжевого цвета на высоком каблуке, обтянутом кожей. Резиновая ""тракторная"" подошва белого цвета придает особый шарм летнему образу";;;60;;Босоножки
59382;Босоножки женские Glam 59382;3950;3950;"Женские кожаные босоножки нежно-голубого цвета на высоком каблуке, обтянутом кожей. Резиновая ""тракторная"" подошва белого цвета придает особый шарм летнему образу";;;60;;Босоножки
59384;Босоножки женские Glam 59384;3950;3950;"Женские кожаные босоножки черного цвета на высоком каблуке, обтянутом кожей. Резиновая ""тракторная"" подошва белого цвета придает особый шарм летнему образу";;;60;;Босоножки
59385;Босоножки женские Glam 59385;3950;3950;"Женские кожаные босоножки зеленого цвета на высоком каблуке, обтянутом кожей. Резиновая ""тракторная"" подошва белого цвета придает особый шарм летнему образу";;;60;;Босоножки
59387;Босоножки женские Glam 59387;3950;3950;"Летние босоножки из натуральной кожи персикового оттенка. Высокий каблук, обтянутый кожей, ""тракторная"" подошва, фурнитура золотого оттенка - трендовые элементы сезона";;;60;;Босоножки
59389;Босоножки женские Glam 59389;3950;3950;"Летние босоножки из натуральной кожи ярко-розового цвета. Высокий каблук, обтянутый кожей, ""тракторная"" подошва, фурнитура золотого оттенка - трендовые элементы сезона";;;60;;Босоножки
59390;Босоножки женские Glam 59390;3950;3950;"Летние босоножки из натуральной кожи белого цвета. Высокий каблук, обтянутый кожей, ""тракторная"" подошва, фурнитура золотого оттенка - трендовые элементы сезона";;;60;;Босоножки
59400;Босоножки женские Casual 59400;3560;3560;Женские кожаные босоножки на танкетке средней высоты. Металлический декор обрамляет танкетку по всему диаметру. Элементы украшения дублируются на ремешках модели. Удобство обеспечивают несколько пряжек-застежек на щиколотке;;;60;;Босоножки
59401;Босоножки женские Casual 59401;3560;3560;Женские кожаные босоножки на танкетке средней высоты. Металлический декор обрамляет танкетку по всему диаметру. Элементы украшения дублируются на ремешках модели. Удобство обеспечивают несколько пряжек-застежек на щиколотке;;;60;;Босоножки
59403;Босоножки женские Casual 59403;3560;3560;Женские кожаные босоножки на танкетке средней высоты. Металлический декор обрамляет танкетку по всему диаметру. Элементы украшения дублируются на ремешках модели. Удобство обеспечивают несколько пряжек-застежек на щиколотке;;;60;;Босоножки
59405;Босоножки женские Casual 59405;3450;3450;"Женские босоножки с ремешками из лаковой кожи. Невысокая танкетка, обтянутая текстильным материалом, декорирована тесьмой контрастной расцветки. ""Серебряная"" пряжка комфортно фиксирует обувь на ноге. Легкая модель для летних вечеров";;;60;;Босоножки
59406;Босоножки женские Casual 59406;3450;3450;"Женские босоножки с ремешками из лаковой кожи. Невысокая танкетка, обтянутая текстильным материалом, декорирована тесьмой контрастной расцветки. ""Золотая"" пряжка комфортно фиксирует обувь на ноге. Легкая модель для летних вечеров";;;60;;Босоножки
59407;Босоножки женские Casual 59407;3370;3370;"Кожаные босоножки, декорированы ""золотой"" пряжкой на ремешках. Танкетка средней высоты из принтованного текстиля оригинально подчеркивает легкость образа";;;60;;Босоножки
59408;Босоножки женские Glam 59408;3640;3640;Женские босоножки из лаковой кожи  на высоком устойчивом каблуке. Классическая модель с ремешком на щиколотке гармонирует с сумками черных или пастельных оттенков из летней коллекции;;;60;;Босоножки
59411;Босоножки женские Glam 59411;3640;3640;Женские босоножки из лаковой кожи  на высоко устойчивом каблуке. Классическая модель с ремешком на щиколотке гармонирует с сумками черных или пастельных оттенков из летней коллекции;;;60;;Босоножки
59412;Босоножки женские Glam 59412;3640;3640;Стильные кожаные босоножки на высоком устойчивом каблуке, обтянутом натуральной кожей. Цветочный принт добавит настроения летнему образу;;;60;;Босоножки
59417;Босоножки женские Glam 59417;3640;3640;Яркие замшевые босоножки на высоком устойчивом каблуке, оформленным натуральной замшей. Стильные ремешки комфортно крепятся на щиколотке пряжками золотого цвета;;;60;;Босоножки
59418;Босоножки женские Glam 59418;3640;3640;Яркие замшевые босоножки на высоком устойчивом каблуке, оформленным натуральной замшей. Стильные ремешки комфортно крепятся на щиколотке пряжками золотого цвета;;;60;;Босоножки
59419;Босоножки женские Glam 59419;3640;3640;Замшевые босоножки на высоком устойчивом каблуке, оформленным натуральной замшей. Стильные ремешки комфортно крепятся на щиколотке пряжками золотого цвета;;;60;;Босоножки
59420;Босоножки женские Glam 59420;3640;3640;Оригинальные босоножки из принтованной кожи на высоком каблуке. Носочная часть модели украшена кристаллами. В сочетании с однотонной сумкой пастельных оттенков из сезонной коллекции можно создать стильный комплект;;;60;;Босоножки
59422;Босоножки женские Glam 59422;3640;3640;Оригинальные босоножки из фольгированной кожи на высоком каблуке. Носочная часть модели украшена кристаллами. Яркая обувь для ярких событий;;;60;;Босоножки
59426;Туфли женские Classic 59426;3370;1649;"Классические ""лодочки"" с заостренным носом из темно-бежевой кожи на высоком каблуке. Самая популярная модель обуви для повседневных образов";;;0;;Туфли
59427;Туфли женские Classic 59427;3370;1649;"Классические ""шпильки"" нежно-розового цвета на высоком каблуке. Кожаные туфли добавляют образу романтичности";;;0;;Туфли
59428;Туфли женские Classic 59428;3370;1649;"Лаковые ""лодочки"" ярко-алого цвета с перламутром на высоком тонком каблуке. Обязательный атрибут роковой женщины";59429,59430,59431,59432,59433,59434,59426,59427;57601;0;59303,59432,60005;Туфли
59429;Туфли женские Classic 59429;3370;3370;"Ультрамодные ""лодочки"" из натуральной лаковой кожи желтого цвета. Стильное дополнение летнего образа";;;60;;Туфли
59430;Туфли женские Classic 59430;3370;3370;"Ультрамодные ""лодочки"" из натуральной лаковой кожи василькового цвета станут настоящей изюминкой летнего гардероба";59428,59429,59431,59432,59433,59434,59426,59427;57720;60;;Туфли
59431;Туфли женские Classic 59431;3370;3370;"Стильные ""шпильки"" из натуральной лаковой кожи небесно-голубого цвета. Добавят настроения весеннему образу";59428,59429,59430,59432,59433,59434,59426,59427;;60;;Туфли
59432;Туфли женские Classic 59432;3370;1649;"Лаковые ""лодочки"" ярко-красного цвета с перламутром на высоком тонком каблуке. Обязательный элемент гардероба роковой женщины";59428,59429,59430,59431,59432,59433,59434,59426,59427;57601;0;59303,59428,60005;Туфли
59433;Туфли женские Classic 59433;3370;1649;Классические лаковые лодочки цвета nude на высоком каблуке. Универсальный вариант для дневного образа бизнес-леди;59428,59429,59430,59431,59432,59434,59426,59427;57615;0;60097;Туфли
59434;Туфли женские Classic 59434;3370;2099;"Классические ""шпильки"" из натуральной лаковой кожи с острым носом. Гармонично выглядят в комплекте с деловым костюмом. Незаменимое решение для торжественных случаев";59428,59429,59430,59431,59432,59433,59426,59427;57767;0;59300,60317,60024,60025;Туфли
59435;Туфли женские Classic 59435;3450;1999;Ультрамодные туфли из натуральной лаковой кожи на высоком устойчивом каблуке и подошвой контрастного цвета. Безупречное решение для повседневных образов и торжественных случаев;59436;57600;0;;Туфли
59436;Туфли женские Classic 59436;3450;3450;Ультрамодные туфли из натуральной красной лаковой кожи на высоком устойчивом каблуке. Подходящее решение для повседневных образов и тоpжественных случаев;57435;57768;60;;Туфли
59440;Туфли женские Classic 59440;3490;3490;"Ультрамодные кожаные ""деленки"" из натуральной бежевой кожи с кружевным тиснением. Добавят образу женственности и легкости";;;60;;Туфли
59441;Туфли женские Classic 59441;3490;3490;"Ультрамодные кожаные ""деленки"" из натуральной нежно-розовой кожи с кружевным тиснением. Добавят образу женственности и легкости";;;60;;Туфли
59445;Туфли женские Classic 59445;3450;1699;Стильные кожаные туфли из натуральной кожи белого цвета. Открытый нос и ажурный кант - оригинальное дополнение к образу;;;0;;Туфли
59447;Туфли женские Classic 59447;3450;1699;Стильные кожаные туфли из натуральной кожи ярко-желтого цвета. Открытый нос и ажурный кант - оригинальное дополнение к образу;59445,59448;57673;0;59459;Туфли
59448;Туфли женские Classic 59448;3450;1699;Стильные кожаные туфли из натуральной кожи зеленого цвета. Открытый нос и ажурный кант - оригинальное дополнение к образу;59445,59447;57677;0;;Туфли
59449;Туфли женские Classic 59449;3450;1699;Стильные туфли из натуральной лаковой кожи на высоком тонком каблуке с открытым носом. Обязательный элемент гардероба роковой женщины;59453;;0;;Туфли
59453;Туфли женские Classic 59453;3450;1699;"Оригинальные замшевые туфли на высоком каблуке с открытым носом, декорированы необычными ""каплями"" из комбинированных материалов";59449;;0;;Туфли
59454;Туфли женские Classic 59454;3450;1699;Нежно-розовые деленки с открытым носом на высоком каблуке из натуральной лаковой кожи. Благодаря универсальному цвету они станут базой для любого летнего образа;;;0;;Туфли
59455;Туфли женские Classic 59455;3450;1699;Летние туфли из натуральной фольгированной кожи на высоком каблуке - хит лета 2016!;;;0;;Туфли
59456;Туфли женские Classic 59456;3450;3450;Небесно-голубые кожаные деленки на высоком тонком каблуке освежат образ и добавят нотки романтики;;;60;;Туфли
59457;Туфли женские Classic 59457;3450;1699;Стильные туфли из натуральной лаковой кожи на высоком тонком каблуке с открытым носом. Обязательный атрибут гардероба роковой женщины;59454,59460,59461,59455,59456,59458,59459;57711;0;;Туфли
59458;Туфли женские Classic 59458;3450;1699;Классические деленки из натуральной кожи припудрено-оранжевого цвета. Для легких летних образов;;;0;;Туфли
59459;Туфли женские Classic 59459;3450;1699;Классические деленки из натуральной кожи желтого цвета. Для легких летних образов;;;0;;Туфли
59460;Туфли женские Classic 59460;3450;1699;Стильные туфли из натуральной лаковой кожи на высоком тонком каблуке с открытым носом. Базовый элемент гардероба;59454,59457,59461,59455,59456,59458,59459;57760;0;;Туфли
59461;Туфли женские Classic 59461;3450;1699;Стильные туфли из натуральной лаковой кожи на высоком тонком каблуке с открытым носом. Базовый элемент гардероба;59454,59457,59460,59455,59456,59458,59459;;0;;Туфли
59465;Босоножки женские Classic 59465;3450;3450;Босоножки  нежно-розового цвета из комбинированной кожи. Отличием модели являются акцентированный задник, высокий тонкий каблук и ремешок на щиколотке в контрастном черном цвете;;;60;;Босоножки
59487;Босоножки женские Casual 59487;3290;3290;Комфортные лаковые босоножки на невысоком каблуке. Металлический декор на обуви выделяется на фоне летнего образа и привлекает внимание окружающих;;;60;;Босоножки
59489;Босоножки женские Casual 59489;3290;3290;Комфортные лаковые босоножки на невысоком каблуке. Металлический декор на обуви выделяется на фоне летнего образа и привлекает внимание окружающих;;;60;;Босоножки
59490;Босоножки женские Casual 59490;3290;3290;Комфортные лаковые босоножки на невысоком каблуке. Металлический декор на обуви выделяется на фоне летнего образа и привлекает внимание окружающих;;;60;;Босоножки
59491;Босоножки женские Casual 59491;3290;3290;Комфортные лаковые босоножки на невысоком каблуке. Металлический декор на обуви выделяется на фоне летнего образа и привлекает внимание окружающих;;;60;;Босоножки
59496;Босоножки женские Casual 59496;3290;3290;Ярко-красные босоножки из лаковой кожи на невысоком устойчивом каблуке. Модель дополнена металлическим декором золотистого цвета. Гармонично впишутся в пастельные или монохромные образы;;;60;;Босоножки
59497;Босоножки женские Casual 59497;3290;3290;Женские  кожаные босоножки  на невысоком устойчивом каблуке. Модель дополнена металлическим декором золотистого цвета. Гармонично впишутся в пастельные или монохромные образы;;;60;;Босоножки
59506;Балетки женские Casual 59506;3370;3370;Женские балетки из натурального нубука на низком каблуке. Оригинальная форма канта, сквозная перфорация и декор с позолотой на  каблуке сделают образ изящным и легким;;;60;;Балетки
59507;Балетки женские Casual 59507;3370;3370;Женские балетки из натурального нубука на низком каблуке. Оригинальная форма канта, сквозная перфорация и декор с позолотой на  каблуке сделают образ изящным и легким;;;60;;Балетки
59508;Балетки женские Casual 59508;3370;3370;Женские балетки из натуральной кожи на низком каблуке. Оригинальная форма канта, сквозная перфорация и декор с позолотой на  каблуке сделают образ изящным и легким;;;60;;Балетки
59512;Балетки женские Casual 59512;3370;3370;"Новинка сезона - женские кожаные балетки нежно-голубого цвета с кружевным принтом. ""Бесшовный"" крой модели обеспечивает максимальный комфорт стопы. Беспроигрышный вариант - сумка синего, голубого или белого цвета для создания стильного комплекта";;;60;;Балетки
59513;Балетки женские Casual 59513;3370;3370;"Хит сезона - женские кожаные балетки цвета nude с кружевным принтом. ""Бесшовный"" крой модели обеспечивает удобство и комфорт стопы. Гармонируют с яркой одеждой и балансируют общий образ";;;60;;Балетки
59514;Балетки женские Casual 59514;3280;1950;Лаковые балетки черного цвета с позолоченным декором на каблуке. Лаконичная модель дополнена небольшим глянцевым гербoм. Балетки уравновешивают монохромные и пастельные образы. Оптимальное решение на каждый день;;;0;;Балетки
59515;Балетки женские Casual 59515;3280;1950;Лаковые балетки красного цвета с позолоченным декором на каблуке. Лаконичная модель дополнена небольшим глянцевым гербом. Балетки уравновешивают монохромные и пастельные образы. Оптимальное решение на каждый день;;;0;;Балетки
59530;Кеды женские Sport 59530;3450;1699;Кеды из натуральной кожи на шнуровке. Универсальный белый гармонирует с легкими платьями и юбками;;;0;;Кеды
59531;Кеды женские Sport 59531;3450;3450;Кожаные кеды ярко-голубой расцветки на шнуровке. Натуральный материал обуви позволяет чувствовать себя комфортно в любую погоду;;;60;;Кеды
59532;Кеды женские Sport 59532;3450;3450;Яркие кеды из стеганной кожи на шнуровке, декорированы маленьким металлическим гербом. Готовое решение для повседневного образа;;;60;;Кеды
59533;Кеды женские Sport 59533;3450;3450;Яркие кеды из стеганной кожи на шнуровке, декорированы маленьким металлическим гербом. Готовое решение для повседневного образа;;;60;;Кеды
59534;Кеды женские Sport 59534;3450;3450;Яркие кеды из стеганной кожи на шнуровке, декорированы маленьким металлическим гербом. Готовое решение для повседневного образа;;;60;;Кеды
